title,doi,issn,year,cited_wos_core,is_climate,data_statement,data_avail,data_some,code_statement,code_avail,code_some,dropped,dropped_why,notes,proprietary cited (including license needed),coi stated
Historical and future global burned area with changing climate and human demography,10.1016/j.oneear.2021.03.002,2590-3330,2021,29,1,"All data used to evaluate the conclusions of the paper and generate the figures and tables are available at https://doi.org/10.6084/m9.figshare.14256272. The Python codes to interpret data and prepare the figures are available on request from the lead contact. GFED4s is available at http://www.globalfiredata.org/index.html. FireCCI51 is available at https://geogra.uah.es/fire_cci/firecci51.php. ILAMB is available at https://www.ilamb.org/. National Centers for Environmental Prediction (NCEP) Reanalysis data were provided by the NOAA/OAR/ESRL PSD, Boulder, Colorado, USA, from their website at https://www.esrl.noaa.gov/psd/. The IMOGEN model and the latest version are available from C.H. (contacted at chg@ceh.ac.uk).",0,1,"All data used to evaluate the conclusions of the paper and generate the figures and tables are available at https://doi.org/10.6084/m9.figshare.14256272. The Python codes to interpret data and prepare the figures are available on request from the lead contact. GFED4s is available at http://www.globalfiredata.org/index.html. FireCCI51 is available at https://geogra.uah.es/fire_cci/firecci51.php. ILAMB is available at https://www.ilamb.org/. National Centers for Environmental Prediction (NCEP) Reanalysis data were provided by the NOAA/OAR/ESRL PSD, Boulder, Colorado, USA, from their website at https://www.esrl.noaa.gov/psd/. The IMOGEN model and the latest version are available from C.H. (contacted at chg@ceh.ac.uk).",0,0,,,The raw data is not available at a trusted repo,0,0
Increasing canopy mortality affects the future demographic structure of Europe's forests,10.1016/j.oneear.2021.04.008,2590-3330,2021,25,1,All data and code for reproducing the analysis presented in this study have been deposited to Zenodo: https://doi.org/10.5281/zenodo.4682960. The satellite imagery used in this study is freely available from the United States Geological Service at https://earthexplorer.usgs.gov.,1,1,All data and code for reproducing the analysis presented in this study have been deposited to Zenodo: https://doi.org/10.5281/zenodo.4682960. The satellite imagery used in this study is freely available from the United States Geological Service at https://earthexplorer.usgs.gov.,1,1,,,,0,0
Urban tree canopy has greater cooling effects in socially vulnerable communities in the US,10.1016/j.oneear.2021.11.010,2590-3330,2021,23,1,"The original data generated during this study are available at Mendeley Data, https://data.mendeley.com/datasets/hxrtddggsx/2. LST, UTC, and social data. We used LST data derived from the thermal infrared (TIR) band (10.40–12.50 μm) of Landsat-5 Thematic Mapper (TM) images with a spatial resolution of 120 m. We used a total of 34 TM images, most of which were acquired in the summer of 2010 (June, July or August) to coincide with the year the census data were collected. All the images were acquired on sunny, calm days with clear-sky conditions at approximately 10:30 a.m. local time. We first converted the digital number of the TM TIR band to the top-of-atmospheric (TOA) radiance. We then calculated the surface-leaving radiance from TOA radiance. This was carried out by removing the effects of the atmosphere in the thermal region. Finally, we calculated LST based on surface-leaving radiance using the Planck function. More details about the calculation of LST can be found in Zhou et al.64 We used the National Land Cover Database (NLCD; 2011 Edition) tree canopy product to calculate the percentage of cover of tree canopy for each BG. The NLCD tree canopy product has a single layer of tree canopy coverage, with pixel values ranging from 0 to 100%, representing the proportion of 30 ∗ 30 m cell covered by tree canopy.64,65 Social variables used in this study include the percentage of population identified as a person of color, the joint proportion of all people of color represented by difference, median household income, and the percentage of people having a high school degree. We calculated all social variables at the census BG level. All social data are collected from the 2010 US Census.",0,1,"The original data generated during this study are available at Mendeley Data, https://data.mendeley.com/datasets/hxrtddggsx/2. LST, UTC, and social data. We used LST data derived from the thermal infrared (TIR) band (10.40–12.50 μm) of Landsat-5 Thematic Mapper (TM) images with a spatial resolution of 120 m. We used a total of 34 TM images, most of which were acquired in the summer of 2010 (June, July or August) to coincide with the year the census data were collected. All the images were acquired on sunny, calm days with clear-sky conditions at approximately 10:30 a.m. local time. We first converted the digital number of the TM TIR band to the top-of-atmospheric (TOA) radiance. We then calculated the surface-leaving radiance from TOA radiance. This was carried out by removing the effects of the atmosphere in the thermal region. Finally, we calculated LST based on surface-leaving radiance using the Planck function. More details about the calculation of LST can be found in Zhou et al.64 We used the National Land Cover Database (NLCD; 2011 Edition) tree canopy product to calculate the percentage of cover of tree canopy for each BG. The NLCD tree canopy product has a single layer of tree canopy coverage, with pixel values ranging from 0 to 100%, representing the proportion of 30 ∗ 30 m cell covered by tree canopy.64,65 Social variables used in this study include the percentage of population identified as a person of color, the joint proportion of all people of color represented by difference, median household income, and the percentage of people having a high school degree. We calculated all social variables at the census BG level. All social data are collected from the 2010 US Census.",0,0,,,,0,0
Climate change risks pushing one-third of global food production outside the safe climatic space,10.1016/j.oneear.2021.04.017,2590-3330,2021,22,1,"All input data used for the study are openly available, as stated in the article, and speficied in the github site linked below. The code generated during this study is available at github: https://github.com/matheino/holdridge.",0,1,"All input data used for the study are openly available, as stated in the article, and speficied in the github site linked below. The code generated during this study is available at github: https://github.com/matheino/holdridge.",0,1,,,,0,0
Elevated CO2 negates O-3 impacts on terrestrial carbon and nitrogen cycles,10.1016/j.oneear.2021.11.009,2590-3330,2021,21,1,The datasets generated during this study are available at https://doi.org/10.17632/4xft935wvy.1.,0,1,,0,0,,,Only generated data is available at a trusted repo,0,0
PM2.5 reductions in Chinese cities from 2013 to 2019 remain significant despite the inflating effects of meteorological conditions,10.1016/j.oneear.2021.02.003,2590-3330,2021,19,1,The baseline emission dataset is taken from Peking University emission inventories46 (PKUEI; freely available at http://inventory.pku.edu.cn/). The PM2.5 concentrations of 367 cities calculated in this study are deposited in Mendeley Data: https://doi.org/10.17632/snf8sjg23c.1.,0,1,,0,0,,,,0,0
Meeting well-below 2 degrees C target would increase energy sector jobs globally,10.1016/j.oneear.2021.06.005,2590-3330,2021,18,1,The dataset and code generated during this study are available at Github: https://github.com/witch-team/energy-jobs-dataset.,0,1,The dataset and code generated during this study are available at Github: https://github.com/witch-team/energy-jobs-dataset.,0,1,,,,0,0
Detecting vulnerability of humid tropical forests to multiple stressors,10.1016/j.oneear.2021.06.002,2590-3330,2021,17,1,"All original satellite and climate data used in the study can be downloaded freely from the following sites: All Moderate Resolution Imaging Spectroradiometer (MODIS) data are available to download from https://lpdaac.usgs.gov/, QSCAT radar data from BYU (Brigham Young University) Data Center: https://www.scp.byu.edu/, ALOS PALSAR data from the ALOS Research and Application Project of EORC, JAXA: https://www.eorc.jaxa.jp/ALOS/en/palsar_fnf/fnf_index.htm, All ERA-5 climate data from the ECMWF, the European Center for Medium-Range Weather Forecasts: https://www.ecmwf.int/en/research/climate-reanalysis. The GPP data are available from NASA DAAC: https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1789, the global biomass data are available from https://doi.org/10.5281/zenodo.4161694, the forest cover change data are available from: http://earthenginepartners.appspot.com/science-2013-global-forest, time series of TC data are available from: https://glad.umd.edu/dataset/long-term-global-land-change. All data and codes used to evaluate the conclusions of the paper and generate the figures and tables are available at https://doi.org/10.5281/zenodo.5115158.",0,1,"All original satellite and climate data used in the study can be downloaded freely from the following sites: All Moderate Resolution Imaging Spectroradiometer (MODIS) data are available to download from https://lpdaac.usgs.gov/, QSCAT radar data from BYU (Brigham Young University) Data Center: https://www.scp.byu.edu/, ALOS PALSAR data from the ALOS Research and Application Project of EORC, JAXA: https://www.eorc.jaxa.jp/ALOS/en/palsar_fnf/fnf_index.htm, All ERA-5 climate data from the ECMWF, the European Center for Medium-Range Weather Forecasts: https://www.ecmwf.int/en/research/climate-reanalysis. The GPP data are available from NASA DAAC: https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1789, the global biomass data are available from https://doi.org/10.5281/zenodo.4161694, the forest cover change data are available from: http://earthenginepartners.appspot.com/science-2013-global-forest, time series of TC data are available from: https://glad.umd.edu/dataset/long-term-global-land-change. All data and codes used to evaluate the conclusions of the paper and generate the figures and tables are available at https://doi.org/10.5281/zenodo.5115158.",0,1,,,This is an example of authors doing quite a bit to make the data and code available but it still falls short of the top factor 2 standard and illustrates the challenges to promoting reproducibility. This is why we need clear standards,0,0
Perceived environmental risks and insecurity reduce future migration intentions in hazardous migration source areas,10.1016/j.oneear.2020.12.009,2590-3330,2021,17,1,"Original datasets used in this study have been deposited to available at Mendeley Data, V1, https://doi.org/10.17632/223z53kwnm.1.",0,1,,0,0,,,,0,0
"Alternative-energy-vehicles deployment delivers climate, air quality, and health co-benefits when coupled with decarbonizing power generation in China",10.1016/j.oneear.2021.07.007,2590-3330,2021,16,1,The datasets and code generated during this study are available at https://doi.org/10.34770/2ye8-px32.,0,1,The datasets and code generated during this study are available at https://doi.org/10.34770/2ye8-px32.,0,1,,,,0,0
Full-volatility emission framework corrects missing and underestimated secondary organic aerosol sources,10.1016/j.oneear.2022.03.015,2590-3330,2022,15,1,The full-volatility organic emission inventory data are deposited at DOI: https://doi.org/10.17632/2z6pjpttcy.1. This paper does not report original code. Any additional information required to reanalyze the data reported in this paper is available from the lead contact upon request.,0,1,The full-volatility organic emission inventory data are deposited at DOI: https://doi.org/10.17632/2z6pjpttcy.1. This paper does not report original code. Any additional information required to reanalyze the data reported in this paper is available from the lead contact upon request.,0,0,,,,0,0
Climate variability affects water-energy-food infrastructure performance in East Africa,10.1016/j.oneear.2021.02.009,2590-3330,2021,15,1,"All used data and models are open source and can be downloaded from the references mentioned in the experimental procedures (WEAP [Water Evaluation and Planning] model: http://www.weap21.org; LPJmL [Lund-Potsdam-Jena Managed Land] model: http://www.pik-potsdam.de/research/projects/activities/biosphere-water-modelling/lpjml/versions, together with model description). Parameter settings and calibration of the impact models are described in more detail in earlier publications.40,78",0,1,"All used data and models are open source and can be downloaded from the references mentioned in the experimental procedures (WEAP [Water Evaluation and Planning] model: http://www.weap21.org; LPJmL [Lund-Potsdam-Jena Managed Land] model: http://www.pik-potsdam.de/research/projects/activities/biosphere-water-modelling/lpjml/versions, together with model description). Parameter settings and calibration of the impact models are described in more detail in earlier publications.40,78",0,1,,,,0,0
Climate-induced increases in micronutrient availability for coral reef fisheries,10.1016/j.oneear.2021.12.005,2590-3330,2022,12,1,"Table S2, coral reef monitoring datasets, micronutrient data, and R and Stan code underlying statistical models have been deposited to github.com/jpwrobinson/ReefFishNutrients.",0,1,"Table S2, coral reef monitoring datasets, micronutrient data, and R and Stan code underlying statistical models have been deposited to github.com/jpwrobinson/ReefFishNutrients.",0,1,,,,0,0
Historical precedents and feasibility of rapid coal and gas decline required for the 1.5 degrees C target,https://doi.org/10.1016/j.oneear.2021.09.012,2590-3330,2021,12,1,"For the identification of historical decline episodes, we used data from IEA World Energy Balances,and for the identification of decline rates in scenarios we used data available from the IPCC 1.5°C Scenario Explorer and Data as described in experimental procedures. The code used in the analysis (for calculating historical fossil fuel decline rates and those in scenarios, building a feasibility space for fossil fuel decline, and a feasibility heatmap) and the datasets generated during the study (a list of significant decline episodes, fossil fuel decline rates in climate scenarios, and a feasibility heatmap for scenarios) are available as: Vinichenko V., Cherp A., Jewell J. (2021). Code and data for “Historical precedents and feasibility of rapid coal and gas decline required for the 1.5°C target” (a One Earth article), version 1.0: https://zenodo.org/record/5532577. Fossil fuel decline feasibility heatmap for 1.5°C-compatible scenarios is also available as a supplemental data file Data S1.",0,1,"For the identification of historical decline episodes, we used data from IEA World Energy Balances,and for the identification of decline rates in scenarios we used data available from the IPCC 1.5°C Scenario Explorer and Data as described in experimental procedures. The code used in the analysis (for calculating historical fossil fuel decline rates and those in scenarios, building a feasibility space for fossil fuel decline, and a feasibility heatmap) and the datasets generated during the study (a list of significant decline episodes, fossil fuel decline rates in climate scenarios, and a feasibility heatmap for scenarios) are available as: Vinichenko V., Cherp A., Jewell J. (2021). Code and data for “Historical precedents and feasibility of rapid coal and gas decline required for the 1.5°C target” (a One Earth article), version 1.0: https://zenodo.org/record/5532577. Fossil fuel decline feasibility heatmap for 1.5°C-compatible scenarios is also available as a supplemental data file Data S1.",0,1,,,,0,0
Exploring the future of fishery conflict through narrative scenarios,10.1016/j.oneear.2021.02.004,2590-3330,2021,12,1,Conflict data from the IFCD are available through the Tropical Data Hub (James Cook University) at https://doi.org/10.25903/5f22492a64642. This study did not generate new data or code.,1,1,,,,,,It does not appear that any code was used,0,0
Rising temperatures erode human sleep globally,10.1016/j.oneear.2022.04.008,2590-3330,2022,11,1,"Meteorological data are publicly available from https://www.ncdc.noaa.gov/ghcn-daily-description and https://psl.noaa.gov/data/gridded/data.ncep.reanalysis2.html. Global population data are available online from https://sedac.ciesin.columbia.edu/data/set/gpw-v4-population-count-rev11. Global climate sleep projection data, analysis code, and derived model data that support the findings of this study have been deposited at Harvard Dataverse under the DOI [https://doi.org/10.7910/DVN/5G5KX6] and are publicly available as of the date of publication. Raw data are not publicly available to preserve the privacy of participants. Interested researchers may contact the corresponding authors about additional analyses.",0,1,"Meteorological data are publicly available from https://www.ncdc.noaa.gov/ghcn-daily-description and https://psl.noaa.gov/data/gridded/data.ncep.reanalysis2.html. Global population data are available online from https://sedac.ciesin.columbia.edu/data/set/gpw-v4-population-count-rev11. Global climate sleep projection data, analysis code, and derived model data that support the findings of this study have been deposited at Harvard Dataverse under the DOI [https://doi.org/10.7910/DVN/5G5KX6] and are publicly available as of the date of publication. Raw data are not publicly available to preserve the privacy of participants. Interested researchers may contact the corresponding authors about additional analyses.",1,1,, ,Privacy concerns for underlying raw data,0,0
Emphasizing urgency of climate change is insufficient to increase policy support,10.1016/j.oneear.2021.02.010,2590-3330,2021,11,1,Original data and code have been deposited to Harvard Dataverse public repository: https://doi.org/10.7910/DVN/HKTZVO.,1,1,Original data and code have been deposited to Harvard Dataverse public repository: https://doi.org/10.7910/DVN/HKTZVO.,1,1,,,It appears that all the data and code is available based on their statement and repo,0,0
Brown carbon from biomass burning imposes strong circum-Arctic warming,10.1016/j.oneear.2022.02.006,2590-3330,2022,10,1,The data for the figures in the main text are available on the Zenodo repository: https://doi.org/10.5281/zenodo.6060440. All data are available from the corresponding author upon reasonable request or in the supplemental information. Custom code for this study is available from the corresponding author upon reasonable request.,0,1,The data for the figures in the main text are available on the Zenodo repository: https://doi.org/10.5281/zenodo.6060440. All data are available from the corresponding author upon reasonable request or in the supplemental information. Custom code for this study is available from the corresponding author upon reasonable request.,0,0,,,,0,0
Cost reductions in renewables can substantially erode the value of carbon capture and storage in mitigation pathways,10.1016/j.oneear.2021.10.024,2590-3330,2021,9,1,All data presented in this paper is available in the Supplemental Data and also at the following DOI: https://doi.org/10.5281/zenodo.5666988.1,1,1,,0,0,,,,0,0
Energy system decarbonization and productivity gains reduced the coupling of CO2 emissions and economic growth in 73 countries between 1970 and 2016,10.1016/j.oneear.2021.10.010,2590-3330,2021,9,1,The datasets/code generated during this study are available at https://doi.org/10.17632/spmbbrb3y6.1.,0,1,The datasets/code generated during this study are available at https://doi.org/10.17632/spmbbrb3y6.1.,0,1,,,The way the panel dataset is derived and processed is not included in data or code,0,0
Beyond the farm: Making edible protein from CO2 via hybrid bioinorganic electrosynthesis,10.1016/j.oneear.2021.05.007,2590-3330,2021,9,1,This study did not generate any datasets or codes. Original/source data for [figures/tables] in the paper are available at Mendeley Data (https://doi.org/10.17632/z7vdw2ctcr.1).,0,1,,0,0,,,It appears all raw data is available,0,0
Sea-level rise enhances carbon accumulation in United States tidal wetlands,10.1016/j.oneear.2021.02.011,2590-3330,2021,9,1,"Carbon accumulation rates and supporting information (e.g., soil accumulation rates, carbon density, and climate information) for each wetland location are available through the journal website and as a published dataset.56",0,1,,0,0,,,Just raw data (but trusted repo),0,0
Thermokarst acceleration in Arctic tundra driven by climate change and fire disturbance,10.1016/j.oneear.2021.11.011,2590-3330,2021,8,1,All data have been deposited at NSF Arctic Data Center (https://arcticdata.io/catalog/view/doi%3A10.18739%2FA2610VT0G) and are publicly available as of the date of publication. This paper does not report original code. Any additional information required to reanalyze the data reported in this paper is available from the lead contact upon request.,1,1,All data have been deposited at NSF Arctic Data Center (https://arcticdata.io/catalog/view/doi%3A10.18739%2FA2610VT0G) and are publicly available as of the date of publication. This paper does not report original code. Any additional information required to reanalyze the data reported in this paper is available from the lead contact upon request.,0,0,,,,0,0
Urban residential energy switching in China between 1980 and 2014 prevents 2.2 million premature deaths,10.1016/j.oneear.2021.10.013,2590-3330,2021,8,1,"The emission inventory is mainly derived from Peking University emission inventories1 (freely available at http://inventory.pku.edu.cn/). The data that support the findings of this study are available within the article, in its supplementary information file, and are made publicly available at Mendeley https://data.mendeley.com/datasets/kg5yv74pk4/1 (data for “Urban residential energy switching in China between 1980 and 2014 prevents 2.2 million premature deaths” version 1.0).",1,1,,0,0,,,,0,0
Increased wheat price spikes and larger economic inequality with 2? global warming,10.1016/j.oneear.2022.07.004,2590-3330,2022,7,1,"The data are available in the Zenodo repository at https://doi.org/10.5281/ zenodo.6789634. All model codes are available for download: EC-Earth (http://www.ec-earth.org/), APSIM-Wheat (https://www.apsim.info/), and GRACE (https://doi.org/10.17632/xsv6jt53ym.1)",1,1,"The data are available in the Zenodo repository at https://doi.org/10.5281/ zenodo.6789634. All model codes are available for download: EC-Earth (http://www.ec-earth.org/), APSIM-Wheat (https://www.apsim.info/), and GRACE (https://doi.org/10.17632/xsv6jt53ym.1)",0,1,,,,0,0
Breaking down barriers: The identification of actions to promote gender equality in interdisciplinary marine research institutions,10.1016/j.oneear.2022.05.006,2590-3330,2022,7,1,The data underlying this article cannot be shared publicly due to privacy of individuals that participated in the study. The data will be shared on reasonable request to the corresponding author.,0,0,,0,0,,,Privacy concerns cited,0,0
Achieving carbon neutrality enables China to attain its industrial water-use target,10.1016/j.oneear.2022.01.007,2590-3330,2022,7,1,Data for the main results for this study are provided in the https://doi.org/10.5281/zenodo.5877439. The datasets and code base of the IMED|CGE model have been developed for nearly one decade at Peking University and are not available in a publicly shareable version. Code will be made available upon request addressed to the lead contact and Hancheng Dai (dai.hancheng@pku.edu.cn).,0,1,,0,0,,,,0,0
A strong mitigation scenario maintains climate neutrality of northern peatlands,10.1016/j.oneear.2021.12.008,2590-3330,2022,7,1,"All input data used for the study are openly available, as stated in the article. All data generated in this study are publicly available at: https://doi.org/10.5281/zenodo.5595768. The source code for participating models will be made available on request.",0,1,,0,0,,,,0,0
Novel environmental conditions due to climate change in the world's largest marine protected areas,10.1016/j.oneear.2021.10.016,2590-3330,2021,7,1,All input data and code used for the study are openly available on Github at: https://github.com/smjohnson670/ocean-novelty. Data includes shapefiles for VLMPA boundaries. Climate model outputs were accessed through the World Climate Research Program CMIP6 online repository (https://esgf-node.llnl.gov/projects/cmip6/).,0,1,All input data and code used for the study are openly available on Github at: https://github.com/smjohnson670/ocean-novelty. Data includes shapefiles for VLMPA boundaries. Climate model outputs were accessed through the World Climate Research Program CMIP6 online repository (https://esgf-node.llnl.gov/projects/cmip6/).,0,1,,,,0,0
Impacts of climate change on methylmercury formation and bioaccumulation in the 21st century ocean,10.1016/j.oneear.2021.01.005,2590-3330,2021,7,,We have included the data and all scripts that replicate the results presented in this study in Mendeley Data: https://doi.org/10.17632/9gr7cd7bhd.1.,1,1,We have included the data and all scripts that replicate the results presented in this study in Mendeley Data: https://doi.org/10.17632/9gr7cd7bhd.1.,1,1,,,,0,0
Plant-level real-time monitoring data reveal substantial abatement potential of air pollution and CO(2 )in China's cement sector,10.1016/j.oneear.2022.07.003,2590-3330,2022,6,1,The CEAC database that supports the findings of this study is available at: https://doi.org/10.5281/zenodo.6867564.,0,1,,0,0,,,,0,0
Research priorities for global food security under extreme events,10.1016/j.oneear.2022.06.008,2590-3330,2022,6,1,Anonymized versions of data and scripts can be accessed at https://doi.org/10.5281/zenodo.6785659.,1,1,Anonymized versions of data and scripts can be accessed at https://doi.org/10.5281/zenodo.6785659.,1,1,,,Anonymized data,0,0
Methane emissions along biomethane and biogas supply chains are underestimated,10.1016/j.oneear.2022.05.012,2590-3330,2022,6,1,All original datasets used in this work were made available as part of the publications referenced and described in the text. The Python code used for the Kernel density estimation (KDE) function and Monte Carlo simulation with the data have been deposited at Zenodo Data: https://doi.org/10.5281/zenodo.6550794.,0,1,All original datasets used in this work were made available as part of the publications referenced and described in the text. The Python code used for the Kernel density estimation (KDE) function and Monte Carlo simulation with the data have been deposited at Zenodo Data: https://doi.org/10.5281/zenodo.6550794.,0,1,,,Ambiguous about whether all data and code is available,0,0
Global variation in contributions to human well-being from urban vegetation ecosystem services,10.1016/j.oneear.2022.04.006,2590-3330,2022,6,1,"Data describing the estimated urban challenge magnitude and ecosystem service provision for each study city generated in this study, and R code describing the statistical modeling analysis, have been deposited to Figshare (https://doi.org/10.6084/m9.figshare.19611789).",0,1,"Data describing the estimated urban challenge magnitude and ecosystem service provision for each study city generated in this study, and R code describing the statistical modeling analysis, have been deposited to Figshare (https://doi.org/10.6084/m9.figshare.19611789).",0,1,,,Ambiguous about whether all data and code is available,0,0
Carbon removals from nature restoration are no substitute for steep emission reductions,10.1016/j.oneear.2022.06.002,2590-3330,2022,5,1,All data required for reproducing this study have been deposited at Zenodo: https://doi.org/10.5281/zenodo.5571116 and are publicly available as of the date of publication. All original code has been deposited at Zenodo: https://doi.org/10.5281/zenodo.5571116 and is publicly available as of the date of publication. The code is also openly available at https://gitlab.com/znicholls/one-earth-2022. Any additional information required for reanalyzing the data reported in this paper is available from the lead contact upon request.,1,1,All data required for reproducing this study have been deposited at Zenodo: https://doi.org/10.5281/zenodo.5571116 and are publicly available as of the date of publication. All original code has been deposited at Zenodo: https://doi.org/10.5281/zenodo.5571116 and is publicly available as of the date of publication. The code is also openly available at https://gitlab.com/znicholls/one-earth-2022. Any additional information required for reanalyzing the data reported in this paper is available from the lead contact upon request.,1,1,,,,0,0
Tropical deforestation accelerates local warming and loss of safe outdoor working hours,10.1016/j.oneear.2021.11.016,2590-3330,2021,5,1,"The datasets used for this study are free and available online. MODIS land surface temperature data: https://oceancolor.gsfc.nasa.gov/data/aqua/, ERA5 humidity data: https://www.ecmwf.int/en/forecasts/datasets/reanalysis-datasets/era5, CMIP5 data: https://esgf-node.llnl.gov/search/cmip5/, Hansen forest cover data: https://earthenginepartners.appspot.com/science-2013-global-forest/download_v1.7.html. Region-specific spatial data at a 1 km horizontal spatial resolution, including tropical forest biome, population, hours lost, and mean afternoon temperatures for Africa, Americas, and Asia, have been deposited at Zenodo under https://doi.org/10.5281/zenodo.5707740. Code used to analyze and plot data have been deposited at https://github.com/LukeAParsons/deforestation_heatexposure. Any additional information required to reanalyze the data reported in this paper is available from the lead contact upon request.",0,1,"The datasets used for this study are free and available online. MODIS land surface temperature data: https://oceancolor.gsfc.nasa.gov/data/aqua/, ERA5 humidity data: https://www.ecmwf.int/en/forecasts/datasets/reanalysis-datasets/era5, CMIP5 data: https://esgf-node.llnl.gov/search/cmip5/, Hansen forest cover data: https://earthenginepartners.appspot.com/science-2013-global-forest/download_v1.7.html. Region-specific spatial data at a 1 km horizontal spatial resolution, including tropical forest biome, population, hours lost, and mean afternoon temperatures for Africa, Americas, and Asia, have been deposited at Zenodo under https://doi.org/10.5281/zenodo.5707740. Code used to analyze and plot data have been deposited at https://github.com/LukeAParsons/deforestation_heatexposure. Any additional information required to reanalyze the data reported in this paper is available from the lead contact upon request.",0,1,,,,0,0
Large conservation opportunities exist in > 90% of tropic-subtropic coastal habitats adjacent to cities,10.1016/j.oneear.2021.06.010,2590-3330,2021,5,1,Urban coastal habitat data have been deposited at Figshare: https://figshare.com/s/c5ce62242f584a8d4b90. This paper does not report original code. Any additional information required to reanalyze the data reported in this paper is available from the lead contact upon request.,0,1,Urban coastal habitat data have been deposited at Figshare: https://figshare.com/s/c5ce62242f584a8d4b90. This paper does not report original code. Any additional information required to reanalyze the data reported in this paper is available from the lead contact upon request.,0,0,,,,0,0
"Achieving comprehensive integrated ocean management requires normative, applied, and empirical integration",10.1016/j.oneear.2021.06.004,2590-3330,2021,5,1,"All data collected through the expert survey has been retained by the researchers in accordance with the specifications of the Social Sciences Human Research Ethics Committee of the University of Wollongong (no. 2020/263), including strict conditions of anonymity. All de-identified information required for reanalyzing the data reported in this paper is available from the lead contact upon request, but we might require additional approvals or amendments to the existing ethics approval prior to sharing. The full survey instrument can be found in Note S1.",0,0,,0,0,,,Privacy conerns,0,0
Rising agricultural water scarcity in China is driven by expansion of irrigated cropland in water scarce regions,10.1016/j.oneear.2022.09.008,2590-3330,2022,4,1,Data for the main results of this study are provided at https://doi.org/10.5281/zenodo.7109682.This paper does not report the original code. Any additional information required to reanalyze the data reported in this paper is available from the lead contact upon request.,0,1,Data for the main results of this study are provided at https://doi.org/10.5281/zenodo.7109682.This paper does not report the original code. Any additional information required to reanalyze the data reported in this paper is available from the lead contact upon request.,0,0,,,One of a few studies where authors do not report original code. That seems inaccurate...,0,0
The top 100 global water questions: Results of a scoping exercise,10.1016/j.oneear.2022.04.009,2590-3330,2022,4,1,The data for the figures in the main text are available within the supplemental information. All survey responses (anonymous) are available at the Research Data Leeds Repository: https://doi.org/10.5518/1144. Extra coding steps and guide for this study are available from the corresponding author upon request.,0,1,The data for the figures in the main text are available within the supplemental information. All survey responses (anonymous) are available at the Research Data Leeds Repository: https://doi.org/10.5518/1144. Extra coding steps and guide for this study are available from the corresponding author upon request.,1,1,,,There appear to be gaps in the data based on the statement,0,0
Financial incentives to poor countries promote net emissions reductions in multilateral climate agreements,https://doi.org/10.1016/j.oneear.2021.07.006,2590-3330,2021,4,1,"Raw data of the behavioral experiments (Controls 1–6, Treatments 1–6, Control 2R, Treatment 2R) can be downloaded from Mendeley Data: https://doi.org/10.17632/bf8zmpmj4w.1 https://data.mendeley.com/datasets/bf8zmpmj4w/1.",0,1,,0,0,,,Raw data only,0,0
Incorporating political-feasibility concerns into the assessment of India's clean-air policies,https://doi.org/10.1016/j.oneear.2021.07.004,2590-3330,2021,4,1,"All relevant data and codes are included in the Excel-based policy tool PACE-India. This tool is available as Data S1 and from the online database: Peng, Wei (2021), “PACE-India”, Mendeley Data, V1, https://doi.org/10.17632/nngbkydf95.1. The GAINS-South Asia model can be accessed at https://gains.iiasa.ac.at/models/.",1,1,"All relevant data and codes are included in the Excel-based policy tool PACE-India. This tool is available as Data S1 and from the online database: Peng, Wei (2021), “PACE-India”, Mendeley Data, V1, https://doi.org/10.17632/nngbkydf95.1. The GAINS-South Asia model can be accessed at https://gains.iiasa.ac.at/models/.",1,1,,,,0,0
Efficient biomass cooking in Africa for climate change mitigation and development,https://doi.org/10.1016/j.oneear.2021.05.015,2590-3330,2021,4,1,"A Microsoft Excel file and a Stata software do-file, including the data, code, and analyses used in this study are available at https://doi.org/10.7807/oneearth-2021:v1.",1,1,"A Microsoft Excel file and a Stata software do-file, including the data, code, and analyses used in this study are available at https://doi.org/10.7807/oneearth-2021:v1.",1,1,,,,0,0
Switching on auxiliary devices in vehicular fuel efficiency tests can help cut CO2 emissions by millions of tons,10.1016/j.oneear.2020.12.010,2590-3330,2021,4,1,The original fuelling records data were collected by the mobile app Xiaoxiong. The data are proprietary and can be accessed only with permission. We have included all scripts that replicate the results presented in this study in a public repository: https://github.com/zhangda1021/One-Earth-Data. Additional data that support the findings of this study are preserved in a private repository that belongs to the owner of Xiaoxiong: https://zenodo.org/record/4384199#.X-HSjxaieUk.,0,1,The original fuelling records data were collected by the mobile app Xiaoxiong. The data are proprietary and can be accessed only with permission. We have included all scripts that replicate the results presented in this study in a public repository: https://github.com/zhangda1021/One-Earth-Data. Additional data that support the findings of this study are preserved in a private repository that belongs to the owner of Xiaoxiong: https://zenodo.org/record/4384199#.X-HSjxaieUk.,0,1,,,,1,0
Photovoltaic windows cut energy use and CO2 emissions by 40% in highly glazed buildings,10.1016/j.oneear.2022.10.014,2590-3330,2022,3,1,"Data generated by the building energy models for this study are available at https://doi.org/10.5281/zenodo.7243452. The code used to generate window inputs, PVwindow, is available at github.com/NREL/PVwindow.",0,1,"Data generated by the building energy models for this study are available at https://doi.org/10.5281/zenodo.7243452. The code used to generate window inputs, PVwindow, is available at github.com/NREL/PVwindow.",0,1,,,,0,0
